Category,Fibre 1 Number,Fibre 1,Fibre 1 % Range,Fiber 2 Number,Fibre 2,Fibre 2 % Range,Fibre 3 Number,Fibre 3,Fibre 3 % Range,Fibre 4 Number,Fibre 4,Fibre 4 % Range,Fibre 5 Number,Fibre 5,Fibre 5 % Range,Total Findings,Layers,survey
Dresses and skirts,25,Viscose,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Dresses and skirts,25,Viscose,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Dresses and skirts,35,Polyester,61-70%,25,Viscose,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,71-80%,52,Other,10-20%,35,Polyester,<10%,37,Polypropylene,<10%,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Dresses and skirts,5,Cotton,81-90%,30,Polyamide/nylon,10-20%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,61-70%,30,Polyamide/nylon,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,61-70%,30,Polyamide/nylon,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,41-50%,35,Polyester,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,51-60%,35,Polyester,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,5,Cotton,61-70%,35,Polyester,31-40%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,25,Viscose,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,1,Wool,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,52,other,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,33,Lyocell,91-100%,30,Polyamide/nylon,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,19,Acetate,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,81-90%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,51-60%,33,Lyocell,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Dresses and skirts,5,Cotton,61-70%,33,Lyocell,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,81-90%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,71-80%,35,Polyester,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Dresses and skirts,5,Cotton,41-50%,35,Polyester,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,61-70%,4,Silk,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,5,Cotton,51-60%,25,Viscose,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,21,Cupro,51-60%,25,Viscose,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,7,Flax/linen,61-70%,5,Cotton,31-40%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,1,1,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Dresses and skirts,33,Lyocell,61-70%,35,Polyester,21-30%,7,Flax/linen,<10%,NA,NA,NA,NA,NA,NA,30,0,Survey 2
Dresses and skirts,33,Lyocell,61-70%,5,Cotton,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,33,Lyocell,71-80%,7,Flax/linen,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Dresses and skirts,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,22,Modal,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,22,Modal,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,22,Modal,71-80%,35,Polyester,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,22,Modal,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,22,Modal,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,22,Modal,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,51-60%,25,Viscose,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,33,Lyocell,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,22,Modal,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,61-70%,5,Cotton,31-40%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,23,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,25,Viscose,<10%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,71-80%,25,Viscose,10-20%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,61-70%,25,Viscose,31-40%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,51-60%,25,Viscose,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,61-70%,25,Viscose,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,71-80%,25,Viscose,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,61-70%,25,Viscose,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,51-60%,1,Wool,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,5,Cotton,10-20%,25,Viscose,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,71-80%,5,Cotton,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,43,Elastane/Spandex,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,43,Elastane/Spandex,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,43,Elastane/Spandex,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,43,Elastane/Spandex,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,30,Polyamide/nylon,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Dresses and skirts,35,Polyester,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,41-50%,30,Polyamide/nylon,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Dresses and skirts,35,Polyester,81-90%,25,Viscose,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,30,Polyamide/nylon,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Dresses and skirts,8,True Hemp,51-60%,35,Polyester,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,25,Viscose,61-70%,30,Polyamide/nylon,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,25,Viscose,61-70%,30,Polyamide/nylon,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Dresses and skirts,25,Viscose,51-60%,30,Polyamide/nylon,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,51-60%,35,Polyester,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,25,Viscose,61-70%,35,Polyester,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,25,Viscose,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,25,Viscose,61-70%,5,Cotton,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,25,Viscose,71-80%,5,Cotton,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Dresses and skirts,25,Viscose,71-80%,43,Elastane/Spandex,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,51-60%,7,Flax/linen,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,71-80%,7,Flax/linen,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Dresses and skirts,25,Viscose,71-80%,7,Flax/linen,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,Survey 2
Dresses and skirts,25,Viscose,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Dresses and skirts,25,Viscose,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Dresses and skirts,25,Viscose,61-70%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Dresses and skirts,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Dresses and skirts,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
